SP500,FTSE,,
-2.303317246,0.629404146,,
-1.865037674,-3.011297002,,
0.910521685,-3.450238193,,
3.774735423,4.952056344,,
-1.301412719,-0.310299807,,
-2.298521417,-1.277329762,,
-3.544533897,-2.740325438,,
0.917965236,-4.396032721,,
-0.870014058,-0.139577269,,
-0.379879943,-5.588780543,,
-1.845567737,0.683601285,,
1.079246811,4.108949398,,
-2.77125091,2.514299673,,
-4.207103688,-4.741466493,,
-3.663554423,-5.075021279,,
-2.766665409,-0.967312631,,
5.690073169,-2.119239506,,
-0.64017035,4.877629604,,
2.281467777,1.270295816,,
5.455898425,4.529140227,,
0.449230095,-0.520064152,,
1.309559498,1.549793096,,
-3.222192199,-4.866653185,,
-2.338528872,0.763550508,,
-3.633948601,-1.959948268,,
2.968219506,3.312555254,,
2.358497182,-0.889932199,,
3.494602332,3.50610004,,
0.362453725,1.912961673,,
-0.583627349,-2.359660044,,
-2.407349046,1.179767136,,
4.208416643,-2.383208448,,
1.143212125,3.681021807,,
-0.285647484,0.057753395,,
2.612654926,2.210943339,,
-1.42639636,-1.316571423,,
1.259882293,-0.093889195,,
1.223630419,1.58876005,,
-2.38441199,-1.017630177,,
-0.70851034,1.355301021,,
-1.846509494,-4.028652128,,
-0.114652863,-1.525379381,,
-0.26007817,0.42671283,,
-4.612120298,-4.814457032,,
1.790568216,-0.042207188,,
-1.993031972,-0.395626239,,
1.700179809,2.370094435,,
1.024576306,-1.096759917,,
1.018572235,2.746017964,,
-0.105344024,0.839479305,,
-2.710928943,-3.033165645,,
0.227613426,-1.900488443,,
0.541033321,0.90161186,,
-1.830145975,-0.47587271,,
-0.585452309,-4.048458571,,
-3.010529435,-1.351776695,,
0.19835654,1.214568725,,
-1.550050053,-3.176791913,,
-1.572021507,-1.843382607,,
2.596986979,0.681392019,,
1.606734244,4.092371544,,
-3.63339362,1.459202462,,
-1.45528913,-4.861358271,,
4.440158382,2.01091998,,
-2.331185443,2.799237634,,
-0.883850236,-0.639652814,,
-2.219615581,-1.728640282,,
-1.768939129,-0.866399089,,
1.684582344,-1.34198036,,
-2.561825433,0.318484392,,
3.311096362,0.928235185,,
4.048393142,4.556649947,,
0.674355907,-0.552950046,,
4.978113035,4.930357585,,
-2.506215276,-1.773373293,,
2.271176498,2.74675768,,
0.627773696,-0.968542241,,
1.595155667,0.079861578,,
-0.803234846,-0.361094337,,
0.471719783,-2.756826241,,
-1.517849683,2.387113077,,
1.719963155,-1.29005566,,
-0.784369589,0.967876279,,
-0.717023994,-3.852763961,,
0.829769809,1.682956105,,
-0.309803302,0.920129838,,
1.53077679,-1.062635206,,
0.890903526,3.551396133,,
1.219120873,0.11100923,,
0.666676236,-1.027912757,,
-2.2564047,-0.547344067,,
-0.688500879,-1.15084009,,
-2.156942033,-0.472038838,,
0.639107873,1.713495248,,
0.024414334,-1.370424681,,
2.309946414,0.586453892,,
0.557923727,0.945407118,,
-1.020892549,0.594572637,,
-0.287989727,-0.474886737,,
2.011574511,-0.039065362,,
2.30099584,2.295843695,,
-0.593984263,-0.353847259,,
0.403370366,-1.277525992,,
-2.091111438,-1.249833191,,
2.803527358,1.782109682,,
-0.314842682,0.606237423,,
-0.347266154,-0.362819817,,
-1.599087739,-1.917504101,,
-0.339146062,-0.659775904,,
-1.368204628,-0.400941015,,
0.593896507,-0.469805361,,
-2.271414385,-2.003237837,,
1.421596857,-0.226494899,,
0.043422567,1.263323932,,
-0.467783671,-1.001247271,,
-1.478579142,-1.464177487,,
2.502671407,2.694099675,,
-1.011008112,-1.908150183,,
-1.277201412,-1.89832532,,
-0.811624369,0.161529879,,
1.401778464,1.254656687,,
0.131648255,1.201016123,,
-0.613640539,0.131996465,,
-2.2827915,-2.900544329,,
0.38972352,1.84222545,,
-0.004496807,1.015185354,,
3.262661525,1.738430427,,
-0.065309679,-0.114793385,,
2.269350514,-0.087431154,,
-0.405299303,-1.105705591,,
-1.676944136,-0.827184945,,
2.120555169,0.234132544,,
0.104218741,1.014158741,,
0.089243982,-0.651320085,,
0.736402168,-0.068407254,,
-1.578885103,-1.475758904,,
-0.468022924,-0.154448136,,
-1.592120914,-1.589148524,,
-1.544576873,-2.220460936,,
-1.044629039,-1.58337428,,
1.122316186,-1.528755013,,
-3.283863697,-0.512048061,,
-1.54114024,-3.469894301,,
1.19892192,0.263958379,,
0.662702066,-0.177808415,,
-2.50635046,2.687595391,,
1.36395374,-0.316256683,,
0.720977014,3.362680406,,
-1.587004414,-2.728378594,,
-0.662106882,2.437937163,,
-0.593291911,-2.245926419,,
-1.11603001,0.061143383,,
0.770680059,-0.560022639,,
-0.820837099,2.486228249,,
-1.194452971,-1.457755764,,
0.103908666,-0.146674257,,
2.039252603,0.030459524,,
2.086604596,3.204022673,,
-0.623054975,-1.927561778,,
-1.057342606,0.786880379,,
1.30656537,1.076308894,,
-1.973423686,-0.681126353,,
0.805817558,-2.193088319,,
-1.460433733,-0.781730432,,
1.135107531,-0.653341614,,
0.43823551,2.372265422,,
-0.750410582,0.792887279,,
-1.62861493,-1.62520677,,
1.182312794,-1.719383554,,
-0.91062903,-0.227563345,,
0.867793304,-1.810749063,,
-2.526165955,-1.605207976,,
-0.710456454,0.484852954,,
0.534537722,-4.918123898,,
3.382900022,5.903779465,,
0.254999784,3.242063117,,
3.378049515,3.29080363,,
0.395895946,0.669382386,,
1.007667639,0.481851665,,
0.213332217,0.007966964,,
2.343398261,2.501835003,,
-3.725752621,-3.098454165,,
1.15328491,0.498315556,,
-0.608905404,0.823289584,,
-0.240068965,-1.701670904,,
-0.698563624,-0.553943548,,
-2.032201136,-2.600599999,,
1.358612776,1.959476788,,
2.824111716,1.844584579,,
-0.528817222,0.470464021,,
0.35658657,1.141664236,,
0.125288067,3.133078644,,
-0.02236136,-1.716978345,,
-1.491556131,-0.191456942,,
0.498155594,-1.516070109,,
-0.39832575,0.126126616,,
1.94036944,1.078691491,,
0.5478615,1.73577019,,
-1.179285189,-1.592992755,,
1.539192399,0.885841461,,
2.044159791,0.730126596,,
0.909302367,1.237934685,,
-0.937379211,-1.716398376,,
-1.468774704,-0.741392471,,
1.86328655,1.795067725,,
0.24712329,-0.317738984,,
-0.085886678,-0.045837684,,
-0.040822027,-1.176016936,,
1.393520272,1.851266373,,
0.177856872,1.351949226,,
-0.509004089,-0.337529854,,
-1.062373055,-1.615829546,,
1.474018518,1.025546129,,
1.20185406,0.452443965,,
-0.534945736,0.312997138,,
-0.301246291,-0.62446127,,
0.777592553,0.904076981,,
-0.411160638,0.940441913,,
-2.483714082,-2.695931892,,
-0.101333514,0.765841805,,
0.348845075,-0.890243613,,
0.894525428,1.362487646,,
0.078796337,-0.265990973,,
1.947908207,0.316098705,,
0.13769509,1.971716716,,
-0.466006465,0.286923132,,
1.203404,-0.873131708,,
0.446023701,1.986026584,,
0.564990665,-0.329897206,,
1.40775765,0.264489435,,
0.223977817,-0.541861876,,
-0.094776224,1.126588214,,
-0.877403021,-0.52416212,,
0.962100937,-0.39067763,,
1.174315126,0.897974109,,
0.177151491,0.269509512,,
-1.003346214,-0.655787484,,
2.285757063,0.453723477,,
0.2412026,0.898930939,,
-0.178394692,0.395360984,,
-1.560229789,-1.810926745,,
0.125479278,0.689857529,,
-1.3264601,-1.750772168,,
0.145123279,-0.662676684,,
-0.98979646,0.172227186,,
1.104536546,-0.646150024,,
-1.102502393,0.643691723,,
-0.248472633,-0.903821439,,
0.915472906,-1.683570928,,
1.173128234,1.078948591,,
-0.934980026,0.445734518,,
1.881083442,1.234644554,,
0.166034194,-0.029453635,,
-0.536650891,-0.465042729,,
-1.307077526,-0.640813723,,
1.078474192,0.724631891,,
0.537875799,1.698124048,,
-0.221944882,-0.609958028,,
-0.596933543,-0.621059261,,
-1.259217137,-0.504076703,,
1.344996688,0.408374697,,
-1.750019518,-0.712044893,,
0.977351183,0.871497392,,
0.03013773,0.166540167,,
-0.835153729,1.532308608,,
1.864411463,-0.444402238,,
-0.288721167,0.425121413,,
-0.728484019,-0.284824832,,
-0.11254699,0.101471343,,
0.397367465,0.380805936,,
-1.1340525,-1.419700663,,
0.376084719,0.041471001,,
-1.800162646,0.50844887,,
0.301603651,-1.235457763,,
0.740902878,0.617195199,,
0.413978431,1.266484648,,
0.266958052,0.694338786,,
0.928780574,0.212860179,,
-0.894451357,-0.117136621,,
0.589829694,1.356557003,,
0.016055874,0.223922027,,
0.897028261,0.582202269,,
0.224493742,-0.499830911,,
-0.403655314,-0.788837609,,
0.029882562,0.144534376,,
-0.924505814,0.056808769,,
0.373232098,-1.154321244,,
-0.110219348,0.691813155,,
0.502016115,-0.19989536,,
0.422059157,-0.8828759,,
1.478996019,1.035213357,,
0.709997521,1.36304006,,
0.325998659,-0.312540644,,
-0.717434323,0.197507706,,
1.073265293,0.816445647,,
-0.794624023,-0.659188923,,
-1.007156329,-0.277125588,,
0.509735062,-0.233097594,,
0.18169923,-0.103773594,,
-0.457809968,0.543613891,,
1.440666587,0.890203194,,
-0.37374534,-0.139664827,,
1.381484934,0.504200796,,
-0.379594405,-1.346311036,,
-1.414045787,-0.678831627,,
0.545934542,-0.153848005,,
-2.087039083,0.347596146,,
-0.563448836,-0.810565431,,
-0.600662333,-1.079048188,,
1.077023839,-0.346996661,,
-1.287408921,-1.248498121,,
2.333363205,1.886140292,,
0.170332777,0.952467724,,
0.773604022,1.530130878,,
0.362329767,-0.091291073,,
0.501602317,0.044485549,,
-0.598353423,-0.079619703,,
0.374872422,1.055646273,,
-0.082969142,-0.067247159,,
0.562069582,1.182954544,,
0.446245486,-0.648546498,,
-0.221916222,0.797439563,,
0.262038117,-0.668315056,,
-1.034925666,0.099036133,,
0.636816158,0.080538461,,
0.06326748,0.110347376,,
-1.61524436,-1.544387542,,
0.287859537,-1.065012764,,
-0.707515645,-0.028304557,,
-0.093931633,0.289742615,,
1.529060983,0.506793511,,
0.003856165,-0.168645954,,
-0.218106804,0.821800904,,
0.472285482,-0.309716729,,
0.772041881,1.044068787,,
-0.503162561,-0.053100002,,
-0.216967722,-0.623141574,,
0.687682891,0.482174424,,
-0.601223401,1.211355907,,
-0.371343515,-0.805170258,,
-0.02120625,0.075976474,,
1.06056515,0.598879754,,
-0.22918706,0.041170148,,
-0.763919262,0.547321777,,
-0.53707482,-1.330163043,,
-0.779818235,0.363486183,,
0.894043116,-0.628882182,,
-0.978026676,-0.449314048,,
-0.003907929,0.255013468,,
1.4625702,1.457262555,,
0.044279733,0.143653614,,
0.320922687,-0.420139903,,
-0.090215468,-0.635840956,,
1.119037018,1.540144238,,
-0.359551804,-0.707713816,,
-0.055283903,0.298715291,,
0.596971297,-0.314702319,,
-0.770647063,-0.256140651,,
0.791495599,-0.165008975,,
-0.669318541,0.453121127,,
0.224873365,-1.014351784,,
0.915221123,-0.094615028,,
0.30510222,0.375624081,,
-0.246646395,0.009200055,,
0.803594193,-0.34558265,,
0.084116085,0.488075377,,
0.983562671,0.984981968,,
-0.042563036,0.340537924,,
0.373196805,0.264816877,,
0.21000284,0.381279439,,
-0.259805016,0.085531652,,
1.323284586,0.287569563,,
-0.029135938,0.288981933,,
0.310951744,0.145295254,,
-0.143535913,0.741065581,,
1.322154183,0.068709484,,
0.078919524,-0.179630807,,
0.279304785,-0.717296074,,
0.636258039,0.47283521,,
-1.130944761,-0.622735119,,
0.512564296,-0.374612087,,
-0.656410406,-0.213730578,,
0.720743223,0.478571941,,
0.116051754,-0.11886741,,
0.764353047,0.711094231,,
-0.171914227,0.253694279,,
0.863665415,0.264136439,,
-0.428251084,-0.765468802,,
-0.141390243,-0.358038335,,
1.410217865,-0.343577356,,
-1.102949134,0.033736295,,
-1.359816451,0.473355081,,
0.643157777,-1.274849466,,
-0.496703027,-0.47261,,
0.436304752,-0.212035966,,
0.10656059,0.209758399,,
-0.800196744,0.17976817,,
0.132322457,-0.321078735,,
1.145996711,0.416520273,,
-0.414240533,0.717433003,,
0.465458732,-0.667476147,,
1.060831558,-0.202252111,,
-0.518471673,-0.417156423,,
-0.618313504,0.780462908,,
0.935671113,1.115693097,,
-0.510720066,-0.417771597,,
-0.400215628,1.623075202,,
-0.210446348,-0.013288154,,
-0.051352429,0.205768218,,
-0.157763689,-0.609683635,,
0.384224279,0.237664339,,
-0.065408585,0.186182646,,
-0.168137169,-0.526194307,,
0.862462025,0.99234412,,
-0.628916271,0.068303756,,
0.114803478,-0.330936189,,
0.31899078,0.748555927,,
0.022871821,-0.26355685,,
-0.84443847,0.147238212,,
-0.492633736,-0.259460556,,
-1.454636406,0.072628837,,
-1.575295119,-2.226886972,,
1.052949184,0.498172159,,
-1.402722189,-1.227451421,,
0.606719884,0.361917652,,
1.079278324,0.62797735,,
-0.143353591,-1.330386546,,
-1.281119891,0.44920444,,
-1.404012765,-1.917444336,,
-0.17736294,-0.353663556,,
-0.123406021,-0.210943645,,
1.820591628,1.478778531,,
-0.145243308,-0.368797019,,
1.268778789,1.122761161,,
0.375343825,0.138329859,,
-0.253701457,-0.616016041,,
0.454394004,0.568415882,,
0.802350177,1.237017678,,
0.849277157,0.337570042,,
-0.227668982,-0.176467349,,
-0.768643292,-0.091707214,,
-0.208370832,0.468834579,,
-0.700136391,0.579647395,,
-0.065210306,-0.675468062,,
0.106850194,0.447119498,,
0.446086652,0.703324879,,
0.15125327,0.19595977,,
-1.574093142,0.50026434,,
0.383107282,-0.63893772,,
1.093777881,0.700201506,,
0.280565631,-0.039379554,,
-0.392291446,0.039379554,,
0.180141279,0.085269204,,
-1.410133384,-1.125261868,,
-0.604187195,-0.110570555,,
-0.674395878,-0.661548388,,
1.152554508,1.272577454,,
0.007310342,0.489213081,,
-0.603068486,-1.173285744,,
-1.211575514,-0.394915429,,
-0.872878265,-2.320874164,,
0.621329244,1.344668223,,
0.21804569,-0.942764888,,
-0.175144446,0.922559466,,
-0.14183076,-0.269796467,,
-0.951342704,-0.877357292,,
0.642726461,0.258579771,,
-0.288903681,1.291908765,,
0.172692163,-0.968492487,,
0.211703731,0.060947395,,
-0.05428831,-0.056431499,,
1.551455736,-0.246414123,,
0.038710035,0.458431524,,
0.683248443,0.344133764,,
-0.218058632,-0.515517277,,
-0.003668917,-0.18072158,,
0.452096058,0.002261037,,
-0.670639252,0.284482367,,
0.57928668,0.427456837,,
1.561554079,0.8316614,,
0.188775979,0.293450924,,
-0.800696769,-0.340215798,,
0.469654042,-0.075760956,,
-0.876055415,-1.18620565,,
0.495081938,0.571314449,,
0.115709365,0.72628452,,
-0.150086373,0.048973778,,
0.39913003,0.277805737,,
-0.442570517,-0.079928956,,
0.200754252,-0.751338436,,
0.779292506,0.40646831,,
-0.375389975,0.367079023,,
-1.078294601,-0.202282976,,
0.132699546,0.545891645,,
0.368090788,-0.139517911,,
0.24584694,-1.076153649,,
-0.881334589,-0.886514671,,
-0.335711604,-0.391753312,,
-0.70426701,-0.836176709,,
0.169182997,-0.281816181,,
-0.745074727,0.519481688,,
0.446973519,0.275805652,,
0.196993611,-0.758583357,,
0.05516227,-0.052766212,,
-0.407077437,0.341340262,,
-0.724298553,-0.732217243,,
-0.368791045,-0.034562611,,
0.072748303,-0.417999985,,
0.624572174,0.422609023,,
-1.236183436,0.869600625,,
0.462326866,-1.635302921,,
-0.958848481,0.463360651,,
-0.054692732,-0.912548564,,
1.021010728,0.880183111,,
0.173509125,0.721109897,,
0.152737191,1.424541748,,
0.072561518,-0.126814483,,
0.508312166,0.058898153,,
-0.461826051,0.316548979,,
0.10590761,-0.488810405,,
-1.553349345,0.120160985,,
-1.589356853,-1.725500743,,
0.112999773,-0.5432095,,
1.208169264,0.842445521,,
-0.422625261,-0.893450553,,
-1.334500256,0.368043192,,
0.223016973,-0.616484756,,
1.255717727,1.125802198,,
0.208392611,0.195202671,,
1.21140641,-0.080331429,,
-0.325861292,0.169767643,,
0.549976132,0.151171609,,
-0.214766687,0.822843551,,
0.016824474,0.049927379,,
0.854316303,0.092980016,,
-0.020388682,0.95426814,,
0.262880356,0.809485637,,
-0.390867908,-0.688317018,,
-0.031558332,0.952993944,,
1.025176376,0.368046887,,
-0.569476572,0.710083033,,
0.725561624,0.324689856,,
-0.345550467,-0.157825548,,
0.141673053,-0.44852984,,
0.432972588,0.154134127,,
-0.025632575,0.296589441,,
0.150040283,-0.283388993,,
-0.789313544,0.061579065,,
0.132599146,0.177926219,,
0.449892877,0.754308031,,
-0.711576647,-0.250804341,,
0.51717748,0.629090332,,
-1.460851808,-0.349973729,,
-0.492979785,-0.523984344,,
0.031818225,0.214292044,,
-0.628879761,-0.809277058,,
0.59518956,0.573092637,,
0.442681087,0.454377434,,
-0.317336138,-0.377775073,,
1.530684728,1.924136325,,
0.299673893,0.475304383,,
-0.047740586,0.538935578,,
0.624332612,-0.016997047,,
-1.029206366,-0.161616197,,
-0.705068847,0.004256406,,
0.26891957,-0.285580519,,
-0.129732954,-0.805712889,,
-0.696010998,-0.282245655,,
