,EUR,JPY,GBP,AUD,CHF,CAD,KRW,MXN,INR,BRL,EGP,MUR,KES,NGN,ZAR
31/12/1997,1.0991,130.635,1.6475,1.53163,1.462,1.42955,1695,8.07,39.2,1.11605,3.4025,22.20499,63.04999,75.71999,4.8665
01/01/1998,1.0991,130.635,1.6475,1.53163,1.462,1.42955,1695,8.07,39.2,1.11605,3.4025,22.20499,63.04999,75.71999,4.8665
02/01/1998,1.09575,132.405,1.645,1.53658,1.465,1.42485,1695,8.04,39.29999,1.11605,3.3945,22.14999,63.14999,75.91649,4.8815
05/01/1998,1.0835,133.575,1.6295,1.55037,1.4823,1.42335,1780,8.032,39.39999,1.11605,3.402,22.27499,62.75,76,4.9165
06/01/1998,1.0808,133.72,1.6243,1.57234,1.4805,1.43225,1746.5,8.0495,39.47499,1.1161,3.40324,22.42499,62.64999,75.85399,4.945
07/01/1998,1.0836,131.57,1.62575,1.57084,1.4783,1.42905,1749,8.045,39.64999,1.11705,3.4055,22.45,62.45,75.26799,4.9225
08/01/1998,1.0843,132.65,1.613,1.57209,1.475,1.43125,1787.5,8.085,39.64999,1.11775,3.406,22.42499,62.39999,75.26799,4.9485
09/01/1998,1.0835,132.03,1.6127,1.55353,1.477,1.43035,1809,8.285,39.75,1.1171,3.4055,22.375,62.2,75.66299,4.9415
12/01/1998,1.084,132.685,1.6225,1.56373,1.478,1.43365,1737,8.26,39.89999,1.1181,3.406,22.5,62.25,75.60999,4.9915
13/01/1998,1.086,131.45,1.63385,1.56055,1.4783,1.43405,1764,8.18,39.84999,1.11805,3.40324,22.47499,60,75.63499,4.967
14/01/1998,1.0843,130.955,1.629,1.53775,1.483,1.43275,1662.5,8.21,40.2,1.119,3.40635,22.45999,60.09999,75.67999,4.9475
15/01/1998,1.0798,129.835,1.631,1.53798,1.4978,1.43575,1604,8.285,40.64999,1.117,3.40575,22.45499,59.45,75.5,4.9805
16/01/1998,1.0782,129.255,1.634,1.51744,1.4977,1.43695,1619,8.195,39.79999,1.12075,3.406,22.50499,59.75,76.03999,4.9765
19/01/1998,1.0772,129.025,1.63675,1.50398,1.49775,1.43785,1583,8.18,39.04999,1.1194,3.4081,22.52499,60.09999,76.09,4.9783
20/01/1998,1.0805,128.425,1.6267,1.50692,1.4955,1.44175,1641,8.1875,39,1.12005,3.40475,22.575,60.09999,76.09,4.975
21/01/1998,1.0848,127.015,1.63135,1.50965,1.47535,1.44505,1724,8.27,38.75,1.12005,3.40374,22.47499,60.575,80.92999,4.958
22/01/1998,1.0926,127.175,1.6493,1.51631,1.469,1.45255,1757,8.285,38.7,1.12005,3.435,22.39999,61.2,80.77299,4.943
23/01/1998,1.1083,125.6,1.6715,1.51103,1.4397,1.45195,1746,8.2975,38.625,1.12105,3.415,22.45,61.34999,81.42499,4.919
26/01/1998,1.0991,126.505,1.6571,1.48743,1.4545,1.45025,1678.5,8.284,38.59999,1.12105,3.40374,22.39999,60,81,4.9175
27/01/1998,1.1022,125.355,1.6427,1.47448,1.4492,1.45635,1678.5,8.308,38.25,1.12205,3.40374,22.47499,60.45,81.21999,4.898
28/01/1998,1.08785,125.055,1.64235,1.4745,1.4645,1.45815,1680,8.386,38.95,1.123,3.414,22.325,60.14999,81.21999,4.9165
29/01/1998,1.0799,125.85,1.639,1.48279,1.473,1.46535,1680,8.48,38.54999,1.123,3.4135,22.625,59.93999,81.21999,4.9245
30/01/1998,1.079,127.025,1.6335,1.48987,1.47675,1.45425,1524,8.452,38.64999,1.12305,3.4125,22.77499,60.04999,81.23999,4.933
02/02/1998,1.0905,126.45,1.63935,1.46114,1.473,1.45275,1556,8.41,38.95,1.12295,3.4025,22.75,59.84999,84.5,4.93
03/02/1998,1.0893,125.83,1.646,1.46114,1.464,1.44765,1580.5,8.386,38.75,1.12405,3.4135,22.825,59.79999,82.06,4.9325
04/02/1998,1.0955,123.715,1.6565,1.47791,1.4505,1.44685,1608,8.42,38.7,1.12405,3.40274,22.825,60.5,82.45999,4.9175
05/02/1998,1.1032,123.6,1.6545,1.46486,1.4445,1.43935,1604,8.415,38.7,1.12405,3.40274,22.66499,61.2,82.51999,4.9055
06/02/1998,1.0903,123.875,1.6435,1.47821,1.458,1.43165,1554,8.43,38.64999,1.12505,3.4135,22.66499,61,82.78,4.9005
09/02/1998,1.0846,124.13,1.63,1.49121,1.46525,1.43345,1557,8.481,38.7,1.12505,3.40274,22.89999,61.14999,82.78,4.914
10/02/1998,1.0903,123.245,1.6257,1.46692,1.4613,1.43415,1584,8.441,38.67499,1.12605,3.4025,22.75,61.17499,83.37,4.92
11/02/1998,1.08525,123.54,1.63255,1.47102,1.4625,1.43925,1601.5,8.423,38.7,1.12605,3.4148,22.52499,61.075,83.89999,4.9305
12/02/1998,1.092,124.685,1.6397,1.47644,1.453,1.43825,1625.5,8.448,38.75,1.12605,3.4025,22.83499,61.09999,84,4.9365
13/02/1998,1.0867,125.19,1.6415,1.48237,1.4607,1.44395,1621.5,8.465,38.7,1.12715,3.4025,22.825,61.04999,84.14,4.934
16/02/1998,1.0882,125.92,1.6387,1.50465,1.46,1.44505,1665,8.48,38.84999,1.12705,3.4025,22.86499,60.92499,83.84,4.9355
17/02/1998,1.0832,126.535,1.6327,1.49903,1.473,1.43855,1688.5,8.475,38.84999,1.12805,3.40725,22.89999,60.59999,84,4.937
18/02/1998,1.0857,126.45,1.63765,1.49098,1.471,1.43225,1710,8.535,38.79999,1.12805,3.405,22.905,60.25,84.28999,4.9425
19/02/1998,1.0888,125.945,1.63715,1.48943,1.4667,1.42125,1670.5,8.542,38.855,1.129,3.41,22.875,60.2,83.73999,4.943
20/02/1998,1.0865,127.83,1.6375,1.48214,1.4675,1.41955,1657.5,8.59,38.84999,1.12905,3.414,22.86499,60.25,84.31999,4.948
23/02/1998,1.1004,127.815,1.647,1.50286,1.4493,1.42335,1661.5,8.625,39.2,1.12905,3.405,22.75,59.89999,84.26999,4.9365
24/02/1998,1.0997,127.955,1.65,1.50036,1.451,1.42185,1654,8.58,39.25,1.12905,3.405,22.765,60,84.39,4.9375
25/02/1998,1.0882,128.53,1.6438,1.49768,1.4683,1.41965,1642.5,8.577,39.25,1.12895,3.4095,22.75,60.04999,84.28349,4.9485
26/02/1998,1.0894,127.22,1.6445,1.48963,1.4685,1.42055,1654.5,8.565,39.26999,1.12955,3.40374,22.79999,59.97499,84.43999,4.948
27/02/1998,1.0884,126.125,1.64425,1.47798,1.4665,1.42375,1633,8.52,39.34999,1.13,3.40374,22.89999,60,84.87999,4.9465
02/03/1998,1.09025,125.505,1.64785,1.4637,1.4667,1.41865,1550.5,8.515,39.5,1.13005,3.40374,22.78,59.95,84.87999,4.9285
03/03/1998,1.0933,126.205,1.65025,1.46756,1.46845,1.42205,1555,8.55,39.48,1.13005,3.40825,22.855,59.97499,84.87999,4.9305
04/03/1998,1.0884,126.725,1.6473,1.48302,1.48025,1.42155,1564.5,8.59,39.45,1.13045,3.405,22.875,60.09999,84.64,4.9315
05/03/1998,1.0792,127.885,1.634,1.48921,1.4928,1.41845,1601,8.636,39.5,1.13105,3.405,22.855,60.04999,84.60999,4.963
06/03/1998,1.08,127.685,1.6355,1.49166,1.491,1.41845,1636.5,8.6,39.5,1.13105,3.4125,22.98499,60.375,84.60999,4.984
09/03/1998,1.0833,127.805,1.639,1.50217,1.48715,1.40965,1613,8.64,39.5,1.132,3.40374,23.02499,60.75,84.48999,4.977
10/03/1998,1.083,127.45,1.6408,1.4932,1.4897,1.40915,1593.5,8.644,39.5,1.13205,3.405,23,60.25,84.37999,4.9735
11/03/1998,1.0826,129.425,1.64815,1.4979,1.4905,1.40755,1581.5,8.57,39.45,1.13205,3.41325,23.015,60.2,84.48,4.982
12/03/1998,1.085,129.105,1.657,1.49746,1.48615,1.41015,1549,8.565,39.46999,1.13215,3.416,22.84999,60,84.43999,4.9815
13/03/1998,1.0912,127.85,1.6715,1.485,1.4755,1.41255,1522.5,8.605,39.45,1.13305,3.4175,23.04999,60.25,85,4.9745
16/03/1998,1.0906,129.62,1.668,1.49209,1.48,1.41225,1461.5,8.593,39.45,1.13305,3.41775,23.09999,60.14999,85.09999,4.9685
17/03/1998,1.0904,128.85,1.6747,1.48898,1.4795,1.41705,1468,8.567,39.54999,1.13305,3.40975,23.06499,60.02499,84.56999,4.9695
18/03/1998,1.0867,130.045,1.67115,1.50533,1.4918,1.41935,1485.5,8.553,39.52499,1.13405,3.4095,23.27499,60.09999,84.5,4.974
19/03/1998,1.0845,130.84,1.6665,1.50535,1.4963,1.41815,1473,8.565,39.54999,1.13405,3.4175,23.17499,60.06999,84.75,4.9775
20/03/1998,1.0847,130.45,1.6685,1.50853,1.4985,1.41905,1448,8.555,39.47499,1.1341,3.4185,23.28999,60,84.75,4.9785
23/03/1998,1.0892,130.5,1.6787,1.49879,1.4885,1.41895,1367,8.528,39.5,1.1343,3.4185,23.2,60,85,4.9755
24/03/1998,1.086,130.28,1.6746,1.49431,1.4903,1.41605,1376.5,8.535,39.5,1.1343,3.40625,23.125,60.04999,84.5,4.976
25/03/1998,1.0867,128.845,1.6753,1.4952,1.49275,1.40995,1388,8.525,39.5,1.13555,3.4175,23.2,60.04999,84.72499,4.969
26/03/1998,1.0914,128.435,1.68625,1.48193,1.4865,1.41095,1394.5,8.513,39.5,1.1355,3.4075,23.375,59.95499,85.25,4.971
27/03/1998,1.088,130.325,1.6827,1.48191,1.4965,1.41675,1378.75,8.52,39.5,1.13605,3.419,23.45,59.84999,85.2,4.972
30/03/1998,1.0765,131.97,1.6775,1.50127,1.5235,1.42165,1383.5,8.52,39.5,1.13605,3.41825,23.54999,59.84999,84.98,5.0235
31/03/1998,1.07675,133.125,1.67285,1.50762,1.5235,1.41995,1385,8.522,39.50499,1.13705,3.4075,24,59.84999,85.89999,5.0345
01/04/1998,1.0737,133.625,1.67125,1.51149,1.53375,1.41775,1390.5,8.511,39.5,1.13705,3.41875,23.75,59.79999,84.92,5.0495
02/04/1998,1.0723,133.72,1.66445,1.52765,1.533,1.42025,1414.5,8.513,39.5,1.13705,3.42055,23.84999,59.64999,85.2,5.039
03/04/1998,1.0747,135.175,1.6578,1.52231,1.5267,1.41995,1447,8.55,39.50999,1.13805,3.4205,23.825,59.5,85.75,5.0385
06/04/1998,1.0791,134.75,1.6668,1.51148,1.527,1.41885,1474,8.515,39.54999,1.139,3.4205,23.92499,59.47499,85.00999,5.0525
07/04/1998,1.0815,133.455,1.6677,1.52022,1.524,1.42285,1435,8.531,39.75,1.13815,3.4205,23.83499,59.575,85.00999,5.0535
08/04/1998,1.0935,131.4,1.6757,1.51746,1.5077,1.42475,1412.5,8.5115,39.625,1.13905,3.4205,23.84,59.54999,85.00999,5.04
09/04/1998,1.087,131.325,1.6696,1.52837,1.517,1.42615,1387.5,8.487,39.59999,1.13905,3.4075,23.73499,59.57999,84.84999,5.0395
10/04/1998,1.0882,128.67,1.674,1.52837,1.5152,1.4265,1385.5,8.489,39.64999,1.13905,3.418,23.67499,59.625,84.84999,5.0375
13/04/1998,1.0876,129.59,1.6665,1.52837,1.51,1.43485,1403.5,8.494,39.59999,1.1393,3.4175,23.855,59.625,84.84999,5.0375
14/04/1998,1.0997,129.495,1.685,1.54488,1.4927,1.43325,1398,8.466,39.54999,1.1398,3.41,23.79999,59.575,84.96999,5.0335
15/04/1998,1.1002,130.37,1.6845,1.54513,1.4975,1.43795,1393,8.4835,39.70999,1.14045,3.4175,23.72499,59.54999,84.96999,5.034
16/04/1998,1.0992,131.78,1.6915,1.53916,1.5035,1.43285,1384,8.5,39.70999,1.1408,3.418,23.57999,59.55499,84.96999,5.0435
17/04/1998,1.0974,131.75,1.6845,1.52977,1.501,1.4287,1384.5,8.4825,39.67999,1.14105,3.418,23.765,59.56999,84.92,5.0365
20/04/1998,1.1003,132.125,1.677,1.54871,1.4975,1.42795,1383.5,8.4665,39.64999,1.14125,3.4175,23.72499,59.54999,84.93999,5.0515
21/04/1998,1.1049,131.285,1.674,1.53845,1.48225,1.43175,1377,8.4635,39.685,1.14125,3.41,23.77499,59.54999,84.93999,5.0455
22/04/1998,1.1023,130.435,1.6725,1.53609,1.487,1.43095,1375,8.48,39.67499,1.1423,3.41,23.72499,59.575,84.98999,5.047
23/04/1998,1.0998,130,1.66605,1.5321,1.4892,1.43585,1368.5,8.485,39.67499,1.14335,3.41075,23.72499,59.54999,84.89,5.059
24/04/1998,1.1031,131.155,1.6679,1.53963,1.491,1.43435,1364,8.485,39.64999,1.143,3.418,23.76999,59.56999,85.01999,5.0505
27/04/1998,1.1052,132.275,1.67445,1.54679,1.4883,1.43835,1362,8.52,39.73,1.1439,3.418,23.67499,59.54999,85.03,5.0495
28/04/1998,1.1018,132.25,1.666,1.55181,1.49365,1.43955,1348,8.495,39.73999,1.14675,3.41,23.78,59.59999,85.18999,5.0445
29/04/1998,1.1012,132.255,1.671,1.54153,1.4975,1.4365,1337.5,8.515,39.75,1.1439,3.419,23.72499,59.64999,85.25,5.0505
30/04/1998,1.102,132.77,1.671,1.53517,1.5012,1.43075,1336.5,8.488,39.715,1.14355,3.41,23.79999,60.75,85.06,5.055
01/05/1998,1.1087,133.425,1.6667,1.53163,1.492,1.43375,1336.5,8.4935,39.75,1.14355,3.41,23.79999,60.75,85.06,5.0485
04/05/1998,1.11025,133.03,1.66675,1.54462,1.4895,1.43395,1347,8.465,39.72499,1.14355,3.418,23.83499,60.75,85.37999,5.058
05/05/1998,1.1155,131.58,1.6615,1.56031,1.479,1.43955,1347,8.4755,39.765,1.14445,3.41825,23.79999,61.04999,85.29999,5.057
06/05/1998,1.1166,133.145,1.6605,1.56203,1.473,1.43925,1368.5,8.507,39.78,1.14455,3.419,23.625,62,85.56,5.062
07/05/1998,1.1143,133.32,1.6485,1.57331,1.473,1.43635,1401.5,8.5,39.77499,1.1447,3.41775,23.7,61.5,86.10999,5.0625
08/05/1998,1.1123,132.875,1.637,1.57232,1.48075,1.43635,1387,8.4765,39.78,1.1449,3.4175,23.825,62.09999,86.23999,5.0615
11/05/1998,1.1078,132.9,1.6305,1.57703,1.48445,1.43455,1390.5,8.479,39.75999,1.14545,3.41125,23.7,60.875,85.81,5.0645
12/05/1998,1.1085,133.975,1.63255,1.57165,1.4805,1.43445,1388,8.507,39.78999,1.14605,3.4185,23.72499,62.14999,85.96999,5.078
13/05/1998,1.107,134.075,1.631,1.58906,1.4808,1.44495,1417.5,8.52,39.79999,1.14715,3.4175,23.77499,63.25,85.98,5.0825
14/05/1998,1.1072,133.655,1.6305,1.59237,1.4802,1.4465,1422.5,8.517,40.54999,1.14655,3.41675,23.81999,64.04999,86.03999,5.083
15/05/1998,1.103,134.47,1.6265,1.5949,1.487,1.44845,1437.5,8.511,40.62,1.14645,3.4165,23.80499,64.22499,87.79999,5.0885
18/05/1998,1.1029,136.15,1.62375,1.61004,1.4855,1.44855,1445,8.63,40.53999,1.14915,3.412,23.84999,62.75,87.18999,5.0985
19/05/1998,1.1047,136.405,1.62195,1.60387,1.47755,1.44795,1442.5,8.595,40.50499,1.1479,3.415,23.825,62.75,86.96999,5.101
20/05/1998,1.1117,135.975,1.6333,1.59837,1.4767,1.44745,1409.5,8.625,40.53499,1.1485,3.41575,23.81499,63.39999,86.81999,5.11
21/05/1998,1.1182,134.995,1.6295,1.59111,1.4643,1.44955,1391.5,8.635,40.55249,1.1494,3.41575,23.80499,63.5,87.64999,5.0815
22/05/1998,1.1245,135.85,1.6305,1.58653,1.4635,1.44905,1383.5,8.615,40.685,1.1515,3.4165,23.795,63.25,87.50999,5.155
25/05/1998,1.11375,136.98,1.629,1.59922,1.4721,1.44945,1384.5,8.649,41,1.15215,3.41625,23.77499,63.34999,87.95,5.1425
26/05/1998,1.1123,137.825,1.63525,1.60126,1.4705,1.45475,1395,8.81,41.17499,1.15365,3.41125,23.75,63.14999,88.06,5.125
27/05/1998,1.1049,137.475,1.63125,1.61603,1.4745,1.45385,1412.5,8.765,41.34999,1.1509,3.41125,23.88499,63.375,89.14,5.1495
28/05/1998,1.10675,138.775,1.6263,1.60875,1.476,1.45425,1402,8.83,41.5,1.1497,3.41125,24.09999,63,89.48,5.1855
29/05/1998,1.1029,138.8,1.6305,1.60178,1.483,1.45655,1407.5,8.8345,41.64999,1.15045,3.41125,23.91499,62.77499,89.45999,5.156
01/06/1998,1.1079,139.645,1.6399,1.61629,1.47625,1.45835,1398.5,8.915,41.72499,1.1515,3.41125,23.92999,62.39999,92.5,5.2065
02/06/1998,1.107,138.775,1.639,1.6329,1.47975,1.44995,1403.5,8.82,41.795,1.151,3.41125,23.92,62.04999,90.31999,5.1365
03/06/1998,1.1135,138.7,1.63905,1.62179,1.4748,1.45325,1392.5,8.795,41.78,1.1513,3.41725,23.92499,61.825,90.31999,5.112
04/06/1998,1.1135,138.485,1.6365,1.6415,1.47085,1.45515,1392.5,8.725,41.78,1.15105,3.41125,23.88499,61.25,90.31999,5.112
05/06/1998,1.1105,139.9,1.6339,1.66375,1.47755,1.45795,1394.5,8.767,41.89999,1.15205,3.4195,23.88499,61.25,90.59999,5.1375
08/06/1998,1.1075,140.755,1.6335,1.67532,1.4797,1.45735,1399,8.82,41.81499,1.1525,3.41125,23.935,60.95,91.2,5.1575
09/06/1998,1.1075,140.2,1.6365,1.67589,1.4765,1.45895,1396,8.84,42.29999,1.15345,3.41125,23.935,61,91,5.1685
10/06/1998,1.098,141.565,1.6285,1.7027,1.48465,1.46625,1393.75,8.92,42.29999,1.15355,3.41125,24.06,61.185,90,5.225
11/06/1998,1.0899,143.975,1.628,1.68806,1.49595,1.47055,1393,9.06,42.325,1.15355,3.42185,24.09999,61.14999,88.92999,5.265
12/06/1998,1.0937,144.2,1.6338,1.69203,1.4977,1.46645,1397.5,8.96,42.04999,1.15455,3.4215,24.125,61.2,87.82999,5.3275
15/06/1998,1.0913,146.175,1.6365,1.70154,1.506,1.47435,1436,9.05,42.27499,1.1539,3.41125,24.17499,60.5,86.5,5.3875
16/06/1998,1.0985,143.265,1.65135,1.69925,1.4965,1.47055,1431.5,8.95,42.29999,1.15445,3.41275,24.125,59.54999,86.04999,5.357
17/06/1998,1.1064,136.685,1.6687,1.68548,1.489,1.46105,1420.5,8.85,42.02499,1.1551,3.41125,24.14999,59.95,86,5.313
18/06/1998,1.1034,137.675,1.6713,1.63694,1.4963,1.47175,1393.5,8.929,42.16499,1.15515,3.41825,24.55499,59.575,86.64,5.4115
19/06/1998,1.1062,137.105,1.672,1.61732,1.498,1.47125,1393.5,8.895,42.39999,1.1547,3.418,24.17499,59.59999,86.7,5.46
22/06/1998,1.10235,137.9,1.67475,1.64528,1.4985,1.47155,1393,8.885,42.64999,1.15495,3.413,24.17499,59.5,86.64,5.52
23/06/1998,1.0984,139.275,1.66635,1.63907,1.5049,1.47065,1384,8.915,42.875,1.1546,3.41375,24.19499,59.59999,86.35999,5.475
24/06/1998,1.0988,141.28,1.66845,1.63899,1.5084,1.46925,1380.5,8.93,42.72499,1.1556,3.4125,24.185,59.5,86.37999,5.446
25/06/1998,1.1014,142.195,1.67175,1.65562,1.51575,1.46615,1373,8.969,42.7,1.15545,3.4125,24.155,59.5,86.60999,5.636
26/06/1998,1.0942,142.15,1.6627,1.64474,1.5275,1.46975,1386.5,9.005,42.625,1.1564,3.4125,24.16499,59.5,86.62,5.875
29/06/1998,1.0942,141.855,1.6665,1.65703,1.5235,1.47045,1383.5,9.019,42.5,1.1564,3.4125,24.215,59.5,86.42,5.88
30/06/1998,1.0952,138.75,1.668,1.62867,1.522,1.46665,1373,8.97,42.39999,1.15655,3.41125,24.25,59.50999,86.43999,5.97045
01/07/1998,1.0895,138.1,1.6605,1.61109,1.5285,1.46305,1370.5,8.94,42.22499,1.15655,3.412,24.215,59.45,85.98,6.02
02/07/1998,1.0884,140.725,1.6577,1.61942,1.532,1.46765,1368,8.955,42.54999,1.15655,3.4105,24.14999,59.45,85.98,6.3418
03/07/1998,1.088,139.425,1.6475,1.61631,1.53,1.46815,1356.5,8.928,42.5,1.15675,3.4105,24.325,59.45,85.79999,6.36
06/07/1998,1.092,140.1,1.63875,1.62945,1.5228,1.47285,1346,8.975,42.47499,1.15805,3.411,24.29999,59.47499,85.79999,6.465
07/07/1998,1.0897,138.75,1.6375,1.6255,1.5285,1.47175,1345.5,8.94,42.5,1.15835,3.4195,24.295,59.52499,85.7,6.175
08/07/1998,1.0881,139.425,1.638,1.61837,1.5287,1.47195,1332.5,8.921,42.59999,1.161,3.41375,24.295,59.575,85.68999,6.12
09/07/1998,1.0833,141.1,1.632,1.62576,1.54175,1.475,1307.5,8.955,42.59999,1.1615,3.41375,24.33499,59.575,85.67,6.28
10/07/1998,1.0888,141.375,1.6305,1.62683,1.5365,1.47825,1313,8.94,42.5,1.15955,3.41375,24.375,59.52499,86.28999,6.365
13/07/1998,1.09825,141.125,1.641,1.63746,1.518,1.47835,1312.5,8.897,42.59999,1.16405,3.412,24.375,59.5,86.32999,6.145
14/07/1998,1.0964,139.955,1.6347,1.61628,1.5198,1.48115,1289,8.85,42.59999,1.16255,3.41125,24.375,59.45,86.48,6.005
15/07/1998,1.0983,140.4,1.63525,1.60825,1.51025,1.48845,1283,8.8535,42.59999,1.162,3.41375,24.29999,59.42499,85.84999,6.1075
16/07/1998,1.1057,140.105,1.6405,1.58378,1.5025,1.48865,1283.5,8.826,42.59999,1.1615,3.41125,24.295,59.42499,86.03,6.2
17/07/1998,1.10475,139.65,1.6445,1.58655,1.5025,1.48795,1283.5,8.81,42.51999,1.1615,3.41125,24.295,59.39999,85.65999,6.32
20/07/1998,1.1079,139.005,1.6473,1.5982,1.5058,1.48905,1289,8.78,42.5,1.1601,3.4235,24.25499,59.34999,85.78999,6.21
21/07/1998,1.1052,140.295,1.644,1.59034,1.5105,1.49125,1291.5,8.85,42.42999,1.16055,3.4235,24.325,59.39999,85.95999,6.3375
22/07/1998,1.10345,141.18,1.6437,1.60669,1.5122,1.49605,1290,8.84,42.325,1.16245,3.4255,24.27499,59.21999,85.92,6.23
23/07/1998,1.1044,141.305,1.6515,1.61499,1.505,1.49625,1275,8.885,42.42499,1.16525,3.426,24.355,59.14999,85.92,6.24
24/07/1998,1.1096,141.7,1.6595,1.60747,1.496,1.49955,1245.75,8.85,42.5,1.16625,3.426,24.375,59.2,86.15999,6.15
27/07/1998,1.1053,142.475,1.65645,1.63854,1.50465,1.50355,1210,8.875,42.54999,1.16475,3.424,24.27499,59.125,86.12,6.255
28/07/1998,1.1143,141.125,1.6468,1.64205,1.4893,1.50125,1256.5,8.91,42.5,1.16575,3.423,24.30499,59.04999,86.03999,6.25525
29/07/1998,1.1125,142.375,1.6415,1.63187,1.4845,1.50695,1243.5,8.91,42.47499,1.16205,3.41375,24.25,59,86.14,6.18
30/07/1998,1.1063,143.75,1.63625,1.62733,1.49215,1.5045,1234.5,8.921,42.5,1.16195,3.424,24.245,58.97499,86.2,6.135
31/07/1998,1.1095,144.8,1.63405,1.64744,1.489,1.51275,1230.5,8.93,42.54999,1.16295,3.4245,24.2,59.25,86.17999,6.125
03/08/1998,1.1035,145.65,1.627,1.65564,1.50025,1.51605,1245,8.961,42.545,1.1642,3.406,24.30499,59.04999,85.78999,6.1775
04/08/1998,1.112,144.865,1.63775,1.65318,1.4873,1.51625,1240.5,9,42.51999,1.16535,3.4205,24.325,59,86.15999,6.1775
05/08/1998,1.1123,143.905,1.6365,1.63718,1.49,1.51865,1265,8.9725,42.5,1.1671,3.406,24.325,58.95,85.5,6.155
06/08/1998,1.1111,144.4,1.6337,1.64553,1.49355,1.53005,1330.5,8.9825,42.50999,1.16715,3.4205,24.39,59,86.56999,6.21
07/08/1998,1.1088,146.225,1.62905,1.66722,1.4955,1.52135,1325,9.07,42.59999,1.1678,3.4205,24.405,60.5,86.79999,6.29
10/08/1998,1.108,146.305,1.635,1.67139,1.4975,1.51875,1335,9.12,42.64999,1.1688,3.4205,24.45,59.04999,86.69499,6.285
11/08/1998,1.1063,147.265,1.6305,1.67784,1.4895,1.52225,1335,9.19,42.875,1.16875,3.41275,24.42499,58.95,86.69499,6.35
12/08/1998,1.1104,146.175,1.6267,1.67336,1.4902,1.52055,1333,9.215,42.95,1.1712,3.423,24.50499,59.39999,86.66499,6.38
13/08/1998,1.1051,144.985,1.6245,1.68293,1.4885,1.51965,1335,9.205,43.04999,1.17145,3.40375,24.50499,59.75,86.7,6.285
14/08/1998,1.0949,146.45,1.61675,1.67308,1.5072,1.51675,1335,9.224,43,1.17175,3.4245,24.50499,59.77499,86.64999,6.29775
17/08/1998,1.0982,146.115,1.6152,1.69121,1.50695,1.52785,1334,9.248,43.25,1.17295,3.4245,24.53999,59.825,86.57999,6.285
18/08/1998,1.0944,144.95,1.617,1.69752,1.5103,1.52915,1317.5,9.215,43.29999,1.17395,3.424,24.47499,59.79999,86.7,6.26
19/08/1998,1.0968,143.745,1.6225,1.67198,1.50585,1.53395,1304,9.245,43.42499,1.17395,3.404,24.47499,59.67499,86.79999,6.32165
20/08/1998,1.0971,142.885,1.6295,1.68919,1.506,1.53025,1300,9.415,42.7,1.17395,3.406,24.47499,59.45,86.75999,6.3525
21/08/1998,1.0984,144.605,1.6375,1.70534,1.50245,1.54395,1300.5,9.67,42.59999,1.17495,3.4245,24.50499,59.5,87.10999,6.36525
24/08/1998,1.0993,143.73,1.6409,1.72534,1.50045,1.54875,1305.5,9.685,42.5,1.1748,3.4255,24.52499,59.5,87.84,6.28275
25/08/1998,1.0977,144.135,1.639,1.73459,1.50375,1.54975,1307.5,9.645,42.5,1.1748,3.4325,24.47499,59.45,88.09999,6.28025
26/08/1998,1.0936,144.155,1.638,1.73913,1.5045,1.56455,1308.5,9.785,42.5,1.1721,3.406,24.575,59.5,89.03999,6.38975
27/08/1998,1.0985,141.945,1.6538,1.78284,1.48225,1.58195,1320.5,10.015,42.5,1.1762,3.415,24.59999,59.5,89.15999,6.65
28/08/1998,1.1167,141.8,1.6805,1.78063,1.4405,1.562,1336.5,9.99,42.575,1.17615,3.435,24.53499,59.575,89.39,6.515
31/08/1998,1.1302,139.3,1.6825,1.75656,1.4325,1.5663,1350,10.11,42.52499,1.17675,3.425,24.47499,59.84999,89.75999,6.51975
01/09/1998,1.1257,136.7,1.675,1.73701,1.4445,1.55,1355,9.915,42.52499,1.17695,3.41625,24.575,60.77499,89.78,6.25775
02/09/1998,1.1278,137.85,1.6696,1.70968,1.442,1.539,1340.5,9.965,42.5,1.17695,3.41625,24.295,59.75,89.98999,6.24
03/09/1998,1.1397,134.325,1.6755,1.71794,1.418,1.5372,1330,10.185,42.52499,1.17795,3.41875,24.52499,59.7,90.60999,6.225
04/09/1998,1.1381,133.75,1.6705,1.69117,1.425,1.5205,1343,10.205,42.5,1.17795,3.41875,24.375,59.64999,91.64999,6.21
07/09/1998,1.14115,131.9,1.6665,1.69347,1.41,1.522,1343.5,10.225,42.56,1.17795,3.40402,24.375,59.79999,93.14999,6.155
08/09/1998,1.1352,132.105,1.65705,1.68664,1.4185,1.51825,1357,10.26,42.54999,1.176,3.401,24.33499,60,93.64999,6.23
09/09/1998,1.1445,135.875,1.669,1.71762,1.4107,1.52055,1360,10.355,42.5,1.17895,3.406,24.42499,60.2,92,6.235
10/09/1998,1.1667,134.575,1.69,1.70356,1.3863,1.5185,1368.5,10.6,42.46999,1.179,3.40375,24.325,59.97499,91.79999,6.3075
11/09/1998,1.1587,130.95,1.6735,1.66866,1.3913,1.51375,1367.5,10.41,42.5,1.17895,3.40375,24.42499,60,88.5,6.275
14/09/1998,1.1588,132.075,1.68,1.67663,1.399,1.50425,1390.5,10.38,42.5,1.1799,3.406,24.375,59.97499,88.5,6.235
