,EUR,JPY,GBP,AUD,CHF,CAD,KRW,MXN,INR,BRL,EGP,MUR,KES,NGN,ZAR
21/09/2009,1.4675,92.03,1.6212,1.15875,1.03255,1.07855,1208,13.3853,47.97499,1.824,5.5071,30.34999,74.79999,155.125,7.4675
22/09/2009,1.47905,91.13499,1.63555,1.14475,1.02385,1.0691,1197.5,13.353,47.97499,1.79295,5.50325,30.45,74.75,155,7.381
23/09/2009,1.4731,91.325,1.6348,1.14956,1.0272,1.07525,1192.5,13.3728,47.995,1.798,5.504,30.29999,74.64999,152.55,7.413
24/09/2009,1.46605,91.29999,1.6062,1.1564,1.0295,1.08945,1191.7,13.5115,47.89499,1.79985,5.5032,30.39999,74.29999,150.4,7.47125
25/09/2009,1.46875,89.64999,1.59545,1.15174,1.0277,1.09125,1186.25,13.5665,47.94499,1.791,5.5032,30.7,74.875,150.65,7.4112
28/09/2009,1.46205,89.625,1.5887,1.14574,1.03255,1.08515,1193.5,13.534,47.75374,1.7864,5.4991,30.5,75.64999,151.55,7.43695
29/09/2009,1.45845,90.105,1.596,1.14811,1.0364,1.08475,1188.5,13.52895,48.13499,1.78825,5.4995,30.59999,75.25,150.3,7.4188
30/09/2009,1.46365,89.76999,1.6006,1.13167,1.03605,1.0692,1176.5,13.501,47.73499,1.77155,5.502,30.5,74.5,147.25,7.515
01/10/2009,1.4533,89.56,1.5946,1.14843,1.04125,1.0839,1174.3,13.7653,47.71999,1.787,5.486,30.75,75.84999,147.8,7.7125
02/10/2009,1.4572,89.80499,1.59405,1.15574,1.0355,1.07955,1183.5,13.6055,47.62999,1.7818,5.486,30.7,75.7,146.15,7.6375
05/10/2009,1.465,89.53,1.594,1.1398,1.0321,1.07065,1166,13.6147,47.41499,1.7597,5.483,30.84999,75.5,147.65,7.485
06/10/2009,1.47185,88.78499,1.5917,1.12278,1.02705,1.05955,1166.3,13.474,46.765,1.7553,5.483,30.59999,75,146.15,7.432
07/10/2009,1.4688,88.59,1.5962,1.12208,1.03295,1.0614,1168,13.3708,46.64999,1.74835,5.479,30.45,75.125,149.25,7.4345
08/10/2009,1.47895,88.41499,1.6077,1.10363,1.0259,1.0515,1164.5,13.2495,46.22499,1.73835,5.477,30.54999,75.09999,149.55,7.334
09/10/2009,1.473,89.78499,1.58365,1.10638,1.0319,1.04255,1164.8,13.2768,46.515,1.7432,5.477,30.54999,75.09999,149.5,7.4035
12/10/2009,1.47735,89.84499,1.5796,1.10278,1.02675,1.0352,1167.9,13.22975,46.34499,1.7432,5.478,30.59999,75.2,149.6,7.33375
13/10/2009,1.48585,89.71999,1.5927,1.10078,1.02195,1.03185,1167,13.1118,46.405,1.72175,5.477,30.54999,75.34999,151.775,7.3295
14/10/2009,1.4926,89.42999,1.59765,1.09224,1.0147,1.02415,1158.5,13.0684,46.004,1.701,5.4775,30.34999,75.34999,152.75,7.24
15/10/2009,1.49445,90.56,1.6273,1.08578,1.01485,1.0339,1158,13.1,45.97499,1.70175,5.476,30.29999,75.5,151.85,7.258
16/10/2009,1.4906,90.89,1.63565,1.09105,1.0184,1.03655,1167.1,13.104,46.22499,1.7075,5.476,30.25,75.2,151.85,7.35
19/10/2009,1.49645,90.59999,1.641,1.07689,1.0113,1.02835,1168.075,12.939,46.01999,1.7165,5.471,30.25,75.14999,150,7.29225
20/10/2009,1.49395,90.685,1.6388,1.08266,1.01225,1.04965,1164.72,13.038,46.265,1.7535,5.4679,30.09999,75.2,150,7.369
21/10/2009,1.50095,91,1.66025,1.07846,1.00615,1.04275,1177.4,12.9354,46.34499,1.7325,5.467,30.29999,75.29999,149.9,7.3925
22/10/2009,1.50235,91.39499,1.6622,1.07916,1.0052,1.0473,1189.5,12.89,46.56499,1.718,5.4656,30.14999,75.04999,150,7.39
23/10/2009,1.5003,92.06499,1.63075,1.08419,1.00875,1.05365,1189.15,13.0885,46.5,1.71775,5.4656,30.09999,75.04999,150.25,7.4615
26/10/2009,1.48705,92.215,1.6326,1.09164,1.0185,1.06825,1180.9,13.2917,46.575,1.733,5.4635,30,75.14999,151.4,7.5875
27/10/2009,1.4809,91.80499,1.6382,1.09099,1.0218,1.06455,1190.5,13.22,46.94499,1.738,5.466,30.25,75.29999,151.45,7.6688
28/10/2009,1.4712,90.64499,1.638,1.1139,1.0268,1.08125,1185.65,13.32195,47.17499,1.7775,5.471,30.34999,75.34999,151.5,7.873
29/10/2009,1.48335,91.42499,1.6559,1.09212,1.01835,1.06735,1185.7,13.0738,46.78,1.733,5.473,30.34999,75.34999,151.5,7.7225
30/10/2009,1.4718,90.09999,1.64485,1.11191,1.0265,1.08465,1186.6,13.22,46.92499,1.7635,5.473,30.25,75.2,150.9,7.815
02/11/2009,1.4769,90.34,1.6391,1.10687,1.02235,1.078,1186.5,13.2212,46.825,1.7655,5.473,30.29999,75.5,151.3,7.9725
03/11/2009,1.4715,90.34999,1.6418,1.1076,1.0264,1.0674,1191.6,13.2675,47.14499,1.7455,5.472,30.29999,75.29999,151.25,7.835
04/11/2009,1.48775,90.68999,1.6566,1.09788,1.01505,1.0621,1173.4,13.2951,46.90999,1.721,5.47055,30.29999,75.14999,151.55,7.6375
05/11/2009,1.4881,90.745,1.65925,1.09745,1.0158,1.06605,1175.8,13.2983,46.96999,1.716,5.468,30.25,74.875,152.25,7.6096
06/11/2009,1.48485,89.91499,1.6621,1.08838,1.01695,1.0743,1168.1,13.4155,46.825,1.7182,5.468,30.29999,74.95,152.125,7.544
09/11/2009,1.49935,90.00999,1.67525,1.0755,1.00795,1.0567,1155.1,13.26975,46.37,1.7002,5.46375,30,74.29999,152.01,7.42
10/11/2009,1.49825,89.85999,1.6734,1.07481,1.00815,1.04955,1158.2,13.2124,46.325,1.7115,5.45825,29.84999,74.45,152.6,7.389
11/11/2009,1.4983,89.83499,1.65685,1.07492,1.008,1.0457,1157,13.16375,46.35399,1.7176,5.45775,29.84999,74.29999,151.75,7.3638
12/11/2009,1.4843,90.38499,1.6588,1.08372,1.01765,1.05565,1161,13.184,46.62,1.7345,5.45625,29.75,74.42999,152,7.48
13/11/2009,1.4917,89.72499,1.669,1.07124,1.01185,1.0505,1156.8,13.015,46.18999,1.7213,5.45625,29.89999,74.64999,152,7.41
16/11/2009,1.49725,89.12999,1.6828,1.06712,1.0074,1.0475,1150.5,12.9923,46.00499,1.7116,5.45615,29.84999,74.79999,152.35,7.3573
17/11/2009,1.48675,89.34,1.6814,1.07429,1.01635,1.05135,1155.1,13.0348,46.22499,1.711,5.45535,29.79999,74.34999,151.875,7.447
18/11/2009,1.4965,89.375,1.6744,1.07561,1.00975,1.05415,1154,13.0015,46.215,1.7258,5.4571,29.79999,74.5,151,7.455
19/11/2009,1.49185,89.03999,1.666,1.08755,1.01345,1.0635,1162.5,13.0363,46.75,1.7268,5.45775,29.79999,74.5,150.85,7.536
20/11/2009,1.48615,88.93999,1.6509,1.09218,1.0178,1.06985,1158.9,13.076,46.575,1.732,5.45775,29.89999,74.79999,149.95,7.5995
23/11/2009,1.49665,88.965,1.66105,1.08196,1.0097,1.05605,1152.25,12.9735,46.465,1.7273,5.455,29.75,74.79999,149.95,7.498
24/11/2009,1.4961,88.56499,1.6575,1.08844,1.0092,1.0587,1154.95,12.88825,46.46999,1.7348,5.453,29.84999,74.7,149.25,7.47
25/11/2009,1.514,87.31999,1.6717,1.07325,0.9963,1.0454,1154,12.8365,45.98,1.7282,5.451,29.54999,74.79999,150.1,7.33
26/11/2009,1.5013,86.50499,1.65105,1.09541,1.0033,1.0609,1159.35,13.00875,46.67499,1.7475,5.451,29.39999,74.39999,150.1,7.495
27/11/2009,1.4967,86.42999,1.64675,1.1026,1.0057,1.06205,1175,12.9325,46.465,1.7405,5.45095,29.59999,75.14999,149.95,7.41
30/11/2009,1.5009,86.36499,1.6454,1.09278,1.0051,1.0557,1163.4,12.936,46.53499,1.7555,5.477,29.34999,74.82999,148.25,7.4055
01/12/2009,1.50875,86.65999,1.6624,1.08055,0.99905,1.04655,1156,12.85,46.254,1.7227,5.47195,29.29999,74.84999,145.8,7.30625
02/12/2009,1.50455,87.45499,1.66355,1.0809,1.0018,1.05105,1153,12.72625,46.22499,1.7185,5.465,29.09999,74.79999,148.5,7.32985
03/12/2009,1.507,88.215,1.65605,1.08137,0.99995,1.055,1150.5,12.6125,46.02499,1.7087,5.45485,29,74.95,149.75,7.3844
04/12/2009,1.48505,90.43999,1.645,1.09188,1.01655,1.0576,1151.5,12.63875,46.17499,1.732,5.45485,29.09999,75,150.55,7.44
07/12/2009,1.48195,89.53,1.64475,1.09601,1.0199,1.05205,1157.5,12.6888,46.465,1.7345,5.4627,29,75.39999,151.6,7.4815
08/12/2009,1.46985,88.42999,1.62885,1.10613,1.0274,1.0637,1156.22,12.9221,46.625,1.76225,5.4705,29,75.75,151.85,7.5705
09/12/2009,1.4727,87.87,1.62625,1.10017,1.0267,1.05465,1160.5,12.9065,46.53499,1.7625,5.48,28.64999,75.84999,149.25,7.579
10/12/2009,1.4735,88.18999,1.6279,1.09051,1.0259,1.0507,1165.5,12.9335,46.52499,1.75675,5.48375,28.64999,75.79999,150.15,7.53145
11/12/2009,1.46225,89.06,1.62505,1.09625,1.03455,1.06015,1164,12.8745,46.48,1.7594,5.48375,28.64999,75.84999,150.375,7.52625
14/12/2009,1.4656,88.61499,1.63125,1.09081,1.0319,1.05885,1160.5,12.7432,46.59999,1.7448,5.487,28.5,75.39999,150.5,7.414
15/12/2009,1.4536,89.625,1.62765,1.10272,1.0404,1.06135,1159.395,12.695,46.534,1.7536,5.496,28.5,75.34999,149.85,7.44
16/12/2009,1.45365,89.795,1.6336,1.11006,1.0384,1.06115,1165.3,12.6965,46.58499,1.7561,5.498,28.5,75.25,150.15,7.42925
17/12/2009,1.4345,89.89,1.6158,1.1272,1.04705,1.07075,1175.875,12.8562,46.935,1.7845,5.5,28.59999,75.54999,150.75,7.52
18/12/2009,1.43425,90.31499,1.6144,1.12252,1.04195,1.06625,1174.175,12.8258,46.72499,1.78,5.5,29.5,75.25,149.75,7.575
21/12/2009,1.42845,91.17,1.6043,1.13507,1.04615,1.0625,1185.65,12.9445,46.825,1.7839,5.503,29.59999,75.34999,149.6,7.756
22/12/2009,1.425,91.84999,1.5971,1.14162,1.0488,1.05815,1180.5,12.899,46.825,1.7802,5.50575,29.39999,76.14999,149,7.715
23/12/2009,1.4327,91.68999,1.59565,1.1372,1.0393,1.04855,1177.5,12.9013,46.67,1.7619,5.502,29.54999,75.45,149.225,7.608
24/12/2009,1.4375,91.53499,1.5956,1.13295,1.038,1.0501,1175.07,12.887,46.73,1.7625,5.5,30,75.7,149.225,7.51275
25/12/2009,1.4397,91.19499,1.5964,1.13007,1.03585,1.05005,1175.07,12.893,46.50999,1.7625,5.5,30,75.7,149.225,7.5315
28/12/2009,1.4383,91.605,1.6002,1.12689,1.03435,1.04325,1169.5,13.015,46.47499,1.74055,5.497,30.5,75.95,150.05,7.498
29/12/2009,1.4354,92.00999,1.58985,1.11819,1.03675,1.0434,1167,13.0025,46.57999,1.7423,5.48925,30.29999,75.84999,150.25,7.4171
30/12/2009,1.43345,92.46999,1.60715,1.11825,1.03685,1.0548,1167.25,13.092,46.52499,1.74025,5.48705,30.39999,75.79999,150.25,7.3908
31/12/2009,1.43175,92.91499,1.61565,1.11439,1.03565,1.052,1166.075,13.0636,46.40999,1.743,5.48475,29.5,75.84999,149.5,7.41
01/01/2010,1.4326,93.02499,1.61705,1.11452,1.0348,1.05205,1166.075,13.09575,46.61499,1.743,5.48475,29.5,75.84999,149.5,7.389
04/01/2010,1.4413,92.56499,1.6097,1.09565,1.0302,1.04165,1150,12.8795,46.295,1.72125,5.476,30.39999,75.89999,149.5,7.28375
05/01/2010,1.43695,91.73,1.59975,1.09649,1.0336,1.03965,1140.2,12.81685,46.20499,1.731,5.465,30.59999,75.34999,149.15,7.3197
06/01/2010,1.44135,92.34499,1.60245,1.08666,1.02755,1.03185,1129.2,12.7363,45.69499,1.7325,5.4525,30.25,75.64999,149.5,7.311
07/01/2010,1.43185,93.31499,1.5935,1.09111,1.03355,1.03475,1138.2,12.79475,45.64999,1.7465,5.4525,30.25,75.59999,149.25,7.4275
08/01/2010,1.44135,92.63499,1.6028,1.08155,1.0234,1.03015,1128.25,12.70075,45.46999,1.7262,5.4525,30.14999,75.54999,149.95,7.3583
11/01/2010,1.45145,92.09,1.6104,1.07342,1.0164,1.03355,1120.5,12.733,45.25999,1.736,5.4455,29.79999,75.25,150.95,7.3775
12/01/2010,1.44945,90.965,1.61755,1.08642,1.0177,1.0396,1120.75,12.7953,45.65999,1.748,5.44225,29.84999,75.64999,150.725,7.4325
13/01/2010,1.4512,91.40999,1.62875,1.08184,1.0184,1.031,1123,12.708,45.495,1.757,5.43205,29.79999,75.39999,151.5,7.40235
14/01/2010,1.4503,91.14499,1.6333,1.07296,1.0181,1.02335,1123,12.665,45.59999,1.7585,5.425,30,75.45,151.65,7.3888
15/01/2010,1.4385,90.78999,1.62635,1.08319,1.02655,1.02885,1123.5,12.7028,45.78999,1.7717,5.425,29.84999,75.84999,151.15,7.4115
18/01/2010,1.43865,90.75,1.6332,1.07939,1.0251,1.02635,1124.6,12.6553,45.64499,1.76,5.4175,29.59999,76.09999,150.15,7.3912
19/01/2010,1.43005,91.10999,1.637,1.08126,1.0319,1.03065,1130.3,12.64,45.75999,1.77085,5.42275,29.79999,75.84999,149.75,7.387
20/01/2010,1.41015,91.265,1.6283,1.10035,1.04415,1.0463,1144.3,12.74925,45.85999,1.7895,5.437,29.84999,75.95,150.25,7.5365
21/01/2010,1.40915,90.42999,1.61985,1.10988,1.0425,1.05215,1145,12.9424,46.23,1.8035,5.44525,29.84999,76.04999,150.25,7.599
22/01/2010,1.4138,89.90999,1.611,1.11006,1.04155,1.05775,1154,12.9913,46.22499,1.8162,5.44525,29.95,75.89999,150.5,7.6238
25/01/2010,1.4152,90.23499,1.6241,1.10595,1.0396,1.0584,1147,12.8682,46.075,1.821,5.44525,30,76.125,150.9,7.5825
26/01/2010,1.40755,89.63499,1.61425,1.11303,1.0462,1.0625,1157.5,12.8682,45.855,1.836,5.458,29.89999,76.25,150.55,7.5775
27/01/2010,1.4019,90.00999,1.61625,1.11751,1.05015,1.06405,1161.3,12.968,46.18999,1.853,5.462,30,76.29999,150.8,7.603
28/01/2010,1.3963,89.89499,1.6125,1.11938,1.0526,1.0666,1150.3,13.0743,46.25,1.87,5.4655,29.89999,75.64999,150.95,7.6067
29/01/2010,1.38635,90.31499,1.60035,1.13039,1.0606,1.0698,1158.9,13.099,46.125,1.885,5.465,29.75,75.89999,150.93,7.6238
01/02/2010,1.39285,90.63499,1.5956,1.12133,1.0559,1.0619,1166.25,12.8807,46.14,1.8575,5.47105,29.75,75.89999,150.95,7.4892
02/02/2010,1.39635,90.38499,1.59755,1.12771,1.05515,1.05805,1160,12.8749,46.125,1.8297,5.46825,30.09999,76.04999,151.87,7.4755
03/02/2010,1.38985,90.98999,1.58985,1.13257,1.0591,1.06225,1148.7,12.95295,45.92499,1.8505,5.458,30,75.95,151.4,7.503
04/02/2010,1.3736,88.96999,1.57505,1.15734,1.06655,1.07255,1146.9,13.13375,46.23499,1.8739,5.4725,30.09999,76.39999,151.6,7.6775
05/02/2010,1.36645,89.34,1.56355,1.15254,1.0733,1.06885,1169.95,13.1445,46.64499,1.882,5.4725,30.29999,76.75,151.51,7.7535
08/02/2010,1.36525,89.31,1.5599,1.15647,1.0731,1.0754,1172.45,13.2119,46.84499,1.8762,5.487,30.31,77.09999,151.55,7.7567
09/02/2010,1.379,89.65999,1.5706,1.13889,1.0643,1.0677,1156.95,13.038,46.405,1.8475,5.49,30.39999,76.59999,151.15,7.6825
10/02/2010,1.3727,89.995,1.55825,1.14273,1.0686,1.06295,1162,13.13,46.36499,1.8565,5.4875,30.5,76.34999,150.85,7.7545
11/02/2010,1.3682,89.73999,1.56945,1.12227,1.0711,1.05075,1153.2,12.94525,46.355,1.8535,5.489,30.39999,76.64999,151.24,7.6391
12/02/2010,1.36175,90.02499,1.5689,1.12689,1.07655,1.05115,1152.5,12.93625,46.42499,1.8509,5.489,30.7,77,151.5,7.71
15/02/2010,1.35995,89.98499,1.5658,1.12473,1.0779,1.04915,1147.3,12.9315,46.355,1.8545,5.48975,30.5,77.29999,150.85,7.73475
16/02/2010,1.37685,90.12,1.57875,1.10859,1.0666,1.04415,1147,12.83875,45.95499,1.8379,5.4895,30.59999,77.34999,151,7.65875
17/02/2010,1.3606,91.36499,1.5672,1.1113,1.07835,1.0461,1144.5,12.8818,46.17499,1.8326,5.488,30.59999,76.84999,151,7.6055
18/02/2010,1.36165,91.22499,1.5627,1.10859,1.0772,1.04155,1145.7,12.8185,46.25499,1.8275,5.4915,30.64999,76.875,150.875,7.59
19/02/2010,1.36155,91.605,1.54735,1.11278,1.07565,1.0399,1152.7,12.8062,46.17,1.8045,5.492,31.14999,77.04999,150.65,7.6525
22/02/2010,1.35975,91.14499,1.5483,1.11086,1.07615,1.0429,1149.5,12.807,46.125,1.8115,5.492,30.79999,76.75,150.75,7.71895
23/02/2010,1.35065,90.22499,1.5414,1.1236,1.0841,1.05575,1158.2,12.91905,46.27499,1.8255,5.483,30.79999,77,150.38,7.8001
24/02/2010,1.3531,90.20499,1.5404,1.11995,1.08135,1.0546,1156.75,12.8095,46.295,1.825,5.48825,31.14999,77.125,150.375,7.7505
25/02/2010,1.3556,89.075,1.5268,1.12543,1.0798,1.0604,1164.2,12.7955,46.38499,1.8235,5.49,30.84999,76.84999,150.35,7.78
26/02/2010,1.36265,88.87,1.525,1.11719,1.07365,1.05295,1160,12.7733,46.105,1.80715,5.49,30.64999,76.84999,150.35,7.717
01/03/2010,1.35605,89.105,1.4991,1.10957,1.07935,1.0421,1154,12.7455,46.00499,1.79575,5.487,30.75,76.84999,150.35,7.63
02/03/2010,1.3605,88.75499,1.4962,1.10699,1.07555,1.03615,1145,12.7423,45.70399,1.79195,5.4815,30.5,77,150.05,7.6025
03/03/2010,1.36995,88.435,1.51045,1.10418,1.0676,1.03125,1142.25,12.6965,45.7,1.78995,5.47855,30.54999,77.04999,150.25,7.4895
04/03/2010,1.35805,89.075,1.5033,1.11031,1.077,1.0314,1144,12.7075,45.795,1.78845,5.485,30.45,77,150.26,7.47225
05/03/2010,1.3622,90.30499,1.51365,1.10229,1.0744,1.03015,1140.5,12.6313,45.45499,1.7784,5.485,30.59999,76.62,150.5,7.4035
08/03/2010,1.36305,90.265,1.50635,1.09981,1.0739,1.028,1132.5,12.6855,45.53499,1.78725,5.482,30.89999,76.7,150.6,7.3855
09/03/2010,1.36015,89.965,1.5001,1.09427,1.07535,1.02635,1135.155,12.622,45.59,1.77515,5.4785,30.45,76.64999,150.3,7.3855
10/03/2010,1.366,90.515,1.4983,1.09319,1.07005,1.0257,1129.57,12.595,45.42,1.76845,5.47565,30.54999,76.54999,150.35,7.4125
11/03/2010,1.3679,90.515,1.50615,1.0926,1.0685,1.0243,1132.6,12.5645,45.515,1.7641,5.473,30.7,76.7,150.45,7.422
12/03/2010,1.37625,90.46999,1.51845,1.09254,1.05825,1.01855,1129.04,12.5388,45.465,1.763,5.473,30.7,76.59999,150.55,7.3975
15/03/2010,1.36755,90.53999,1.5053,1.09379,1.0622,1.0188,1134.7,12.5435,45.56499,1.7635,5.482,30.7,76.84999,150.43,7.39625
16/03/2010,1.3772,90.28,1.5246,1.08749,1.0545,1.01375,1134.5,12.5224,45.51999,1.76735,5.4815,30.64999,76.92499,150,7.3581
17/03/2010,1.3738,90.295,1.53235,1.08307,1.0543,1.00945,1128.8,12.455,45.39499,1.7674,5.479,30.25,76.64999,150.25,7.2974
18/03/2010,1.3607,90.38499,1.52465,1.08625,1.0581,1.0149,1134.6,12.5212,45.47499,1.791,5.481,30.5,76.89999,150.05,7.314
19/03/2010,1.3534,90.53999,1.50125,1.09236,1.0613,1.01735,1133.585,12.587,45.45499,1.8009,5.481,30.34999,76.92,149.475,7.3343
22/03/2010,1.35565,90.105,1.50985,1.08962,1.0584,1.01805,1135.7,12.53095,45.495,1.7869,5.494,30.45,77,149.87,7.3223
23/03/2010,1.35005,90.42499,1.5041,1.08844,1.0572,1.0161,1136.5,12.483,45.435,1.7767,5.49725,30.34999,77.14999,149.75,7.3249
24/03/2010,1.33145,92.23,1.487,1.1029,1.0733,1.0264,1138,12.5855,45.435,1.8002,5.504,30.45,77.54999,149.45,7.398
25/03/2010,1.32785,92.69499,1.48115,1.10211,1.07405,1.02465,1142.5,12.5581,45.42999,1.81975,5.504,30.84999,77.39999,149.85,7.48125
26/03/2010,1.3413,92.5,1.49025,1.10613,1.065,1.02715,1139,12.4945,45.13499,1.8181,5.504,30.7,77.29999,149.5,7.43085
29/03/2010,1.34785,92.46999,1.49875,1.09004,1.0628,1.0211,1135.5,12.446,44.89499,1.7949,5.503,30.79999,77.45,150.425,7.4075
30/03/2010,1.34125,92.79999,1.5069,1.08885,1.06645,1.01975,1131.7,12.3705,45.02499,1.78905,5.5025,30.75,77.34999,150.45,7.3705
31/03/2010,1.35115,93.465,1.51845,1.09087,1.05385,1.01535,1132.8,12.3777,44.825,1.78365,5.506,30.64999,77.5,150,7.28625
01/04/2010,1.35825,93.85999,1.5293,1.08583,1.0542,1.0086,1126.35,12.31,44.81499,1.76475,5.505,30.34999,77.25,150.025,7.23
02/04/2010,1.3504,94.60999,1.5209,1.08761,1.0611,1.01135,1126,12.31355,44.765,1.765,5.505,30.54999,77.09999,150.125,7.2463
05/04/2010,1.3486,94.31999,1.5292,1.08489,1.0621,1.0014,1123,12.2355,44.38499,1.76115,5.505,30.7,77.14999,150,7.22595
06/04/2010,1.3399,93.765,1.5272,1.07759,1.06875,1.00165,1124.55,12.218,44.42499,1.75445,5.5043,30.95,77.39999,150.25,7.243
07/04/2010,1.33405,93.34499,1.52415,1.07892,1.07435,1.0055,1122.55,12.2955,44.42499,1.781,5.514,30.75,77.32999,150.25,7.27525
08/04/2010,1.336,93.38499,1.52745,1.07631,1.0729,1.00195,1123.5,12.2146,44.36499,1.77955,5.518,31,77.25,150.45,7.2638
09/04/2010,1.3499,93.17999,1.53755,1.0717,1.06565,1.00285,1117.5,12.17955,44.17499,1.7652,5.518,30.89999,77.25,150.65,7.2543
12/04/2010,1.35855,93.25999,1.5368,1.07921,1.05985,1.00285,1115.55,12.1588,44.48499,1.7537,5.5124,30.75,77.29999,150.47,7.2757
13/04/2010,1.3607,93.23999,1.5378,1.07677,1.05405,1.0014,1123.9,12.18545,44.545,1.7495,5.51495,30.75,77.14999,150.25,7.31
14/04/2010,1.36525,93.22499,1.54685,1.06946,1.0522,0.99905,1111.75,12.2005,44.215,1.74485,5.515,30.64999,77.14999,150.375,7.33
15/04/2010,1.35805,93.00999,1.55015,1.0694,1.0558,1.00195,1109.75,12.1687,44.34499,1.74865,5.5165,30.95,76.84999,150.25,7.307
16/04/2010,1.3499,92.17499,1.53605,1.08167,1.0615,1.01255,1110.5,12.2795,44.27499,1.7575,5.5165,30.75,77.09999,150.5,7.39
19/04/2010,1.34855,92.43999,1.53375,1.08208,1.06315,1.0146,1118.4,12.238,44.73499,1.75495,5.5281,30.75,77.5,150.25,7.4388
20/04/2010,1.34375,93.245,1.5371,1.07296,1.0688,0.99825,1117.95,12.2225,44.515,1.75235,5.533,31,77.34999,150.5,7.38375
21/04/2010,1.3387,93.14,1.54055,1.08015,1.0708,0.9998,1107.75,12.1775,44.55499,1.75225,5.541,30.64999,77.45,150.42,7.399
22/04/2010,1.3293,93.44499,1.5393,1.07817,1.078,1.00035,1108.4,12.20905,44.53499,1.76435,5.544,30.64999,77.34999,150.29,7.457
23/04/2010,1.3386,93.92999,1.53795,1.07793,1.07285,0.99965,1108.95,12.1813,44.31499,1.7567,5.5442,30.75,77.25,150.25,7.4186
26/04/2010,1.33965,93.965,1.54535,1.07904,1.0725,1.0008,1104.45,12.15225,44.39499,1.74625,5.545,30.45,77.39999,150.5,7.345
27/04/2010,1.31655,93.13499,1.52455,1.0929,1.0884,1.0175,1110.5,12.3775,44.44499,1.77105,5.543,30.95,77.34999,150.3,7.4784
28/04/2010,1.3214,94.045,1.5202,1.08067,1.0853,1.0096,1119,12.33745,44.64499,1.75095,5.559,31.04999,77.375,150.45,7.4425
29/04/2010,1.3225,94.03,1.5322,1.07846,1.0847,1.00605,1114.95,12.1985,44.53,1.72905,5.559,31.04999,77.5,150.85,7.37375
30/04/2010,1.3298,93.83499,1.52705,1.08149,1.0777,1.01755,1108.5,12.305,44.27499,1.7375,5.559,31.04999,77.2,150.875,7.38725
03/05/2010,1.31935,94.54999,1.52455,1.07927,1.0858,1.01075,1118.55,12.2625,44.51999,1.7272,5.558,30.84999,77.2,151,7.42
04/05/2010,1.29815,94.63499,1.51375,1.10084,1.10355,1.0246,1115.5,12.5399,44.61499,1.76345,5.56,30.89999,77.25,151.25,7.5725
05/05/2010,1.2814,93.89,1.5099,1.10509,1.1182,1.03105,1115.5,12.755,44.825,1.79325,5.574,30.89999,77.5,150.95,7.6375
06/05/2010,1.26565,90.55499,1.47635,1.12937,1.11125,1.05045,1141.15,13.03375,45.48499,1.8547,5.6,31.04999,77.84999,150.6,7.782
07/05/2010,1.2762,91.59,1.48025,1.12594,1.1077,1.04265,1155.45,12.8602,45.56499,1.837,5.6,31.34999,78.14999,150.74,7.65925
10/05/2010,1.2782,93.30499,1.4848,1.10742,1.11035,1.02325,1132.05,12.474,44.84999,1.7715,5.597,31.75,77.59999,150.625,7.485
11/05/2010,1.2655,92.70499,1.4956,1.11775,1.1117,1.0218,1134.75,12.51875,45.09499,1.7892,5.603,31.45,77.79999,150.55,7.5195
12/05/2010,1.26215,93.19499,1.4825,1.11913,1.1106,1.01945,1135.05,12.3575,44.97499,1.77225,5.604,32.09999,77.75,150.75,7.465
13/05/2010,1.25295,92.7,1.4607,1.11688,1.11805,1.02065,1130.5,12.4275,45.075,1.77355,5.6085,32.25,78.2,150.75,7.4975
14/05/2010,1.2363,92.48499,1.45395,1.12892,1.1336,1.03525,1131,12.605,45.27499,1.79925,5.60925,32.04999,78.29999,151.17,7.5325
17/05/2010,1.23945,92.605,1.4478,1.13999,1.13125,1.0311,1153.25,12.584,45.515,1.80025,5.62505,32.75,78.64999,151.625,7.5586
18/05/2010,1.2183,92.125,1.4303,1.15935,1.14965,1.0402,1146.5,12.768,45.59499,1.8206,5.62475,33.04999,78.34999,152.75,7.685
19/05/2010,1.2429,91.655,1.4453,1.17966,1.1497,1.04335,1164.9,12.8251,46.36499,1.82715,5.645,33.39999,79.2,152.25,7.7775
20/05/2010,1.24675,89.57999,1.4352,1.22602,1.1523,1.07035,1194.25,13.145,46.81499,1.8819,5.64705,34.25,79.79999,151.9,7.9575
21/05/2010,1.2573,90.02499,1.44685,1.22602,1.1494,1.05925,1194,12.9505,46.92499,1.853,5.647,34.04999,79.34999,152,7.85485
24/05/2010,1.23525,90.14999,1.4421,1.21308,1.15985,1.0641,1214.65,13.0262,46.97499,1.8695,5.6484,33.75,79.34999,151.75,7.8605
25/05/2010,1.23655,90.31999,1.4424,1.20605,1.155,1.0662,1251.5,12.9989,47.515,1.84385,5.65895,34.04999,79.75,151.875,7.8357
26/05/2010,1.2168,89.84499,1.4368,1.2181,1.1604,1.07065,1253.5,13.1375,47.125,1.87225,5.659,34,79.7,152.25,7.775
27/05/2010,1.2369,91.06999,1.4584,1.17419,1.1503,1.0482,1223.95,12.815,46.745,1.8143,5.66,34.25,79.64999,152.1,7.55875
28/05/2010,1.227,91.06999,1.44655,1.17987,1.159,1.05405,1195,12.9625,46.325,1.8173,5.66,33.54999,79.75,151.75,7.6255
